ICEberg|36|ICEVflInd1|GenBank|GQ463144|1|114195_Vibrio_fluvialis_Ind1_integrating_conjugative_element_ICEVflInd1_complete_sequence_,ICEVflInd1
ICEberg|37|ICEPalBan1|GenBank|GQ463139|1|96676_Providencia_alcalifaciens_Ban1_integrating_conjugative_element_ICEPalban1_complete_sequence_,ICEPalBan1
ICEberg|38|ICEPdaSpa1|GenBank|AJ870986|1|102985_Photobacterium_damselae_subsp_piscicida_integrative_and_conjugative_element_ICEPdaSpa1_isolate_PC554_2_,ICEPdaSpa1
ICEberg|39|ICESpuPO1|GenBank|CP000503|1224492|1335682_Shewanella_sp_W3-18-1_complete_genome_,ICESpuPO1
ICEberg|40|ICEPmiUSA1|GenBank|AM942759|2649499|2730130_Proteus_mirabilis_strain_HI4320_complete_genome_,ICEPmiUSA1
ICEberg|43|R391|GenBank|AY090559|1|88532_Providencia_rettgeri_conjugative_genomic_island_R391_complete_sequence_,R391
ICEberg|44|SXT(MO10)|GenBank|AY055428|1|99483_Vibrio_cholerae_STX_transposon-like_element_and_pilus_assembly_region_complete_sequence_,SXT(MO10)
ICEberg|45|Tn916|GenBank|U09422|1|18032_Enterococcus_faecalis_DS16_transposon_Tn916_(tet(M))_(Xis-Tn)_(Int-Tn)_genes_ORFs_1-24_complete_cds_complete_sequence_,Tn916
ICEberg|46|Tn4371|GenBank|AJ536756|1|54657_Ralstonia_oxalatica_transposon_Tn4371_,Tn4371
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1|18033_Streptococcus_pneumoniae_transposon_TN5251_complete_sequence_,Tn5251(partofTn5253)
ICEberg|48|ICEBxeLB400-1|GenBank|CP000270|3559420|3682252_Burkholderia_xenovorans_LB400_chromosome_1_complete_sequence_,ICEBxeLB400-1
ICEberg|49|ICECmeCH34-1|GenBank|CP000352|2508632|2618212_Cupriavidus_metallidurans_CH34_complete_genome_,ICECmeCH34-1
ICEberg|50|ICEXcaVe85-1|GenBank|AM039952|2631723|2740954_Xanthomonas_campestris_pv_vesicatoria_complete_genome_,ICEXcaVe85-1
ICEberg|51|ICEXcaCa8004-1|GenBank|CP000050|2414505|2513449_Xanthomonas_campestris_pv_campestris_str_8004_complete_genome_,ICEXcaCa8004-1
ICEberg|52|ICEPaeLESB58-1|GenBank|FM209186|2796710|2907811_Pseudomonas_aeruginosa_LESB58_complete_genome_sequence_,ICEPaeLESB58-1
ICEberg|53|ICEHaeULPAs1-1|GenBank|CU207211|1978021|2066138_Herminiimonas_arsenicoxydans_chromosome_complete_sequence_,ICEHaeULPAs1-1
ICEberg|54|ICETauDSM9187-1|GenBank|CP001616|2621845|2718871_Tolumonas_auensis_DSM_9187_complete_genome_,ICETauDSM9187-1
ICEberg|55|ICEAciJS42-1|GenBank|CP000539|1287924|1407821_Acidovorax_sp_JS42_complete_genome_,ICEAciJS42-1
ICEberg|56|ICEclc(B13)|GenBank|AJ617740|60|102843_Pseudomonas_putida_clc_transposon_,ICEclc(B13)
ICEberg|58|ICEBfrYCH46-1|GenBank|AP006841|114653|163822_Bacteroides_fragilis_YCH46_DNA_complete_genome_,ICEBfrYCH46-1
ICEberg|59|ICEBs1|GenBank|AL009126|529423|549932_Bacillus_subtilis_subsp_subtilis_str_168_complete_genome_,ICEBs1
ICEberg|60|ICEHin1056|GenBank|AJ627386|1|59393_Haemophilus_influenzae_plasmid_ICEhin1056_,ICEHin1056
ICEberg|61|ICEHin86-1|GenBank|CP000057|92259|148366_Haemophilus_influenzae_86-028NP_complete_genome_,ICEHin86-1
ICEberg|62|CTn6002|GenBank|AY898750|1|20880_Streptococcus_cristatus_transposon_Tn6002_complete_sequence_,CTn6002
ICEberg|64|CTnBST|GenBank|AY345595|1|100903_Bacteroides_uniformis_strain_WH207_transposon_CTnBST_complete_sequence_,CTnBST
ICEberg|66|CTnscr94|GenBank|FN298496|11966|126312_Salmonella_enterica_subsp_enterica_integrative_and_conjugative_element_CTnscr94_region_serovar_Senftenberg_strain_5494-57_,CTnscr94
ICEberg|67|Tn6000(EfcTn1)|GenBank|FN555436|1|33262_Enterococcus_casseliflavus_conjugative_transposon_Tn6000_strain_664_1H1_,Tn6000(EfcTn1)
ICEberg|68|ICE6013|GenBank|FJ231270|1|19905_Staphylococcus_aureus_strain_HDG2_integrating_conjugative_element_ICE6013_complete_sequence_,ICE6013
ICEberg|69|ICEA(5632)-I|GenBank|FP671138|813253|840487_Mycoplasma_agalactiae_5632_chromosome_complete_sequence_,ICEA(5632)-I
ICEberg|70|ICEEc1|GenBank|AY233333|1|38927_Escherichia_coli_strain_ECOR31_high_pathogenicity_island_complete_sequence_,ICEEc1
ICEberg|71|ICEEc2|GenBank|GU725392|77|93971_Escherichia_coli_strain_BEN374_AGI-5_integrative_and_conjugative_element_,ICEEc2
ICEberg|72|ICEF-I|GenBank|AY168953|2674|26451_Mycoplasma_fermentans_strain_PG18_LicA_(licA)_and_LepA_(lepA)_complete_cds;_insertion_sequence_ISMi1_partial_sequence;_integrative_conjugal_element_ICEF-IA_complete_sequence_,ICEF-I
ICEberg|74|ICEEcIHE3034-1|GenBank|AM229678|292|54752_Escherichia_coli_colibactin_polyketide_biosynthesis_gene_cluster_and_flanking_regions_strain_IHE3034_,ICEEcIHE3034-1
ICEberg|76|ICESde3396|GenBank|EU142041|1|63668_Streptococcus_dysgalactiae_subsp_equisimilis_strain_NS3396_integrative_conjugative_element_ICESde3396_complete_sequence_,ICESde3396
ICEberg|77|ICESe2|GenBank|FM204883|1206317|1269371_Streptococcus_equi_subsp_equi_4047_complete_genome_,ICESe2
ICEberg|78|ICESt1|GenBank|AJ278471|1290|36049_Streptococcus_thermophilus_site-specific_integrative_conjugative_element_ICESt1_and_flanking_regions_,ICESt1
ICEberg|79|ICESt3|GenBank|AJ586568|204|28293_Streptococcus_thermophilus_site-specific_integrative_and_potentially_conjugative_element_ICESt3_and_flanking_regions_,ICESt3
ICEberg|80|ICESpn8140|GenBank|FR671412|1|26888_Streptococcus_pneumoniae_integrative_and_conjugative_element_ICESpn8140_strain_8140_,ICESpn8140
ICEberg|81|ICESpnMalM6|GenBank|FR671413|1|23032_Streptococcus_pneumoniae_Tn916-type_integrative_and_conjugative_element_strain_Mal_M6_,ICESpnMalM6
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1|20370_Streptococcus_pneumoniae_Tn916-type_integrative_and_conjugative_element_strain_H034800032_,ICESpnH034800032
ICEberg|83|ICESpn23771|GenBank|FR671415|1|25880_Streptococcus_pneumoniae_Tn916-type_integrative_and_conjugative_element_strain_23771_,ICESpn23771
ICEberg|84|ICESpn11930|GenBank|FR671403|1|73716_Streptococcus_pneumoniae_integrative_and_conjugative_element_ICESpn11930_strain_11930_,ICESpn11930
ICEberg|85|ICESpn11930-2|GenBank|FR671416|1|25645_Streptococcus_pneumoniae_Tn916-type_integrative_and_conjugative_element_strain_11930_,ICESpn11930-2
ICEberg|86|ICESpn11928|GenBank|FR671417|1|22793_Streptococcus_pneumoniae_Tn916-type_integrative_and_conjugative_element_strain_11928_,ICESpn11928
ICEberg|87|ICESpn9409|GenBank|FR671418|1|22765_Streptococcus_pneumoniae_Tn916-type_integrative_and_conjugative_element_strain_9409_,ICESpn9409
ICEberg|88|ICESpn11876|GenBank|FR671404|1|71516_Streptococcus_pneumoniae_integrative_and_conjugative_element_ICESpn11876_strain_11876_,ICESpn11876
ICEberg|92|Tn1549|GenBank|AF192329|1|33805_Enterococcus_faecalis_transposon_Tn1549_complete_sequence_,Tn1549
ICEberg|102|Tn5386|GenBank|DQ321786|67|29238_Enterococcus_faecium_strain_D344R_transposon_Tn5386_complete_sequence_,Tn5386
ICEberg|103|Tn5397|GenBank|AM180355|585384|606040_Clostridium_difficile_630_complete_genome_,Tn5397
ICEberg|112|ICEYe1|GenBank|FN298493|16910|137431_Yersinia_enterocolitica_integrative_and_conjugative_element_ICEYe1_region_strain_Y69_,ICEYe1
ICEberg|113|ICESb1|GenBank|FN298494|1785|111202_Salmonella_bongori_integrative_and_conjugative_element_ICESb1_region_strain_CEIM46082_,ICESb1
ICEberg|114|ICESb2|GenBank|FN669609|564|84432_Salmonella_bongori_integrative_and_conjugative_element_ICESb2_region_strain_2022/77_,ICESb2
ICEberg|115|ICESe3|GenBank|FN298495|28577|133063_Salmonella_enterica_subsp_VII_integrative_and_conjugative_element_ICESe3_region_strain_SARC16_,ICESe3
ICEberg|118|pSA1|GenBank|NC_002112|1|9014_Streptomyces_cyaneus_plasmid_pSA1_1_complete_sequence_,pSA1
ICEberg|122|pMEA100|GenBank|EU149765|1|23290_Amycolatopsis_mediterranei_plasmid_pMEA100_complete_sequence_,pMEA100
ICEberg|123|pMEA300|GenBank|L36679|1|13285_Amycolatopsis_methanolica_plasmid_pMEA300_stf_gene_complete_cds_,pMEA300
ICEberg|126|ICEKp1|GenBank|AP006725|3395836|3471770_Klebsiella_pneumoniae_subsp_pneumoniae_NTUH-K2044_DNA_complete_genome_,ICEKp1
ICEberg|127|ICEKpn342-1|GenBank|CP000964|1810666|1880895_Klebsiella_pneumoniae_342_complete_genome_,ICEKpn342-1
ICEberg|128|ICEDdaEch586-1|GenBank|CP001836|2972027|3023093_Dickeya_dadantii_Ech586_complete_genome_,ICEDdaEch586-1
ICEberg|129|ICEEcoED1a-1|GenBank|CU928162|2164157|2222338_Escherichia_coli_ED1a_chromosome_complete_genome_,ICEEcoED1a-1
ICEberg|130|ICECkoBAA-1|GenBank|CP000822|816173|919555_Citrobacter_koseri_ATCC_BAA-895_complete_genome_,ICECkoBAA-1
ICEberg|131|ICEDzeEch1591-1|GenBank|CP001655|1679168|1733032_Dickeya_zeae_Ech1591_complete_genome_,ICEDzeEch1591-1
ICEberg|132|ICEEcoUMN026-1|GenBank|CU928163|2277431|2343162_Escherichia_coli_UMN026_chromosome_complete_genome_,ICEEcoUMN026-1
ICEberg|133|ICEMloMAF-1|GenBank|BA000012|4643427|5255769_Mesorhizobium_loti_MAFF303099_DNA_complete_genome_,ICEMloMAF-1
ICEberg|150|pMR2|GenBank|AY860110|1|11188_Micromonospora_rosaria_strain_SCC2095_plasmid_pMR2_complete_sequence_,pMR2
ICEberg|152|CTn9343|GenBank|CR626927|1727162|1804281_Bacteroides_fragilis_NCTC_9343_complete_genome_,CTn9343
ICEberg|153|ICESauTW20-1|GenBank|FN433596|2873696|2893601_Staphylococcus_aureus_subsp_aureus_TW20_complete_genome_,ICESauTW20-1
ICEberg|154|ICESauT0131-1|GenBank|CP002643|2720009|2739907_Staphylococcus_aureus_subsp_aureus_T0131_complete_genome_,ICESauT0131-1
ICEberg|155|ICESauJKD6008-1|GenBank|CP002120|2755273|2775187_Staphylococcus_aureus_subsp_aureus_str_JKD6008_complete_genome_,ICESauJKD6008-1
ICEberg|156|pSE102|GenBank|AM420293|273573|285239_Saccharopolyspora_erythraea_NRRL2338_complete_genome_,pSE102
ICEberg|157|pSE211|GenBank|AM420293|7823295|7840549_Saccharopolyspora_erythraea_NRRL2338_complete_genome_,pSE211
ICEberg|158|pSE222|GenBank|AM420293|1245945|1266370_Saccharopolyspora_erythraea_NRRL2338_complete_genome_,pSE222
ICEberg|159|TnGBS2(genomicislandX)|GenBank|NC_004368|1163887|1197331_Streptococcus_agalactiae_NEM316_complete_genome_,TnGBS2(genomicislandX)
ICEberg|160|TnGBS1|GenBank|NC_004368|385757|432824_Streptococcus_agalactiae_NEM316_complete_genome_,TnGBS1
ICEberg|161|pNEM316-1(islandVII)|GenBank|NC_004368|711824|758891_Streptococcus_agalactiae_NEM316_complete_genome_,pNEM316-1(islandVII)
ICEberg|162|pNEM316-1(islandVIII)|GenBank|NC_004368|1013025|1060094_Streptococcus_agalactiae_NEM316_complete_genome_,pNEM316-1(islandVIII)
ICEberg|163|SLP1|GenBank|NC_003888|5038594|5055797_Streptomyces_coelicolor_A3(2)_chromosome_complete_genome_,SLP1
ICEberg|165|ICE6094|GenBank|FR670347|1|61030_Streptococcus_pneumoniae_partial_integrative_and_conjugative_element_ICE6094_strain_Pn19_,ICE6094
ICEberg|166|ICE-KKS|GenBank|AB546270|1|61807_Acidovorax_sp_KKS102_DNA_integrative_and_conjugative_element_ICE-KKS_region_,ICE-KKS
ICEberg|172|Tn1207_3|GenBank|AY657002|1|52491_Streptococcus_pyogenes_2812A_conjugative_transposon_Tn1207_3_complete_sequence_,Tn1207.3
ICEberg|173|pKLC102|GenBank|AY257538|1|103532_Pseudomonas_aeruginosa_strain_C_plasmid_pKLC102_complete_sequence_,pKLC102
ICEberg|174|PAGI-2|GenBank|AF440523|27286|132240_Pseudomonas_aeruginosa_strain_C_genomic_sequence_gene_island_PAGI-2(C)_,PAGI-2
ICEberg|175|PAPI-1|GenBank|CP000438|5251440|5359392_Pseudomonas_aeruginosa_UCBPP-PA14_complete_genome_,PAPI-1
ICEberg|176|PAGI-5|GenBank|EF611301|1|99276_Pseudomonas_aeruginosa_PAGI-5_genomic_island_sequence_,PAGI-5
ICEberg|178|ICEPaeC3719-1|GenBank|NW_001999377|5416255|5494550_Pseudomonas_aeruginosa_C3719_whole_genome_shotgun_sequence_,ICEPaeC3719-1
ICEberg|179|ICEPaePACS2-1|GenBank|AAQW01000001|896159|1003026_Pseudomonas_aeruginosa_PACS2_chromosome_whole_genome_shotgun_sequence_,ICEPaePACS2-1
ICEberg|181|10750-RD_2|GenBank|CP000262|1621728|1670248_Streptococcus_pyogenes_MGAS10750_complete_genome_,10750-RD.2
ICEberg|182|10750-RD_1|GenBank|CP000262|902811|918225_Streptococcus_pyogenes_MGAS10750_complete_genome_,10750-RD.1
ICEberg|183|2096-RD_2|GenBank|CP000261|1057904|1120305_Streptococcus_pyogenes_MGAS2096_complete_genome_,2096-RD.2
ICEberg|184|2096-RD_1|GenBank|CP000261|841628|856896_Streptococcus_pyogenes_MGAS2096_complete_genome_,2096-RD.1
ICEberg|185|9429-RD_1|GenBank|CP000259|880857|895709_Streptococcus_pyogenes_MGAS9429_complete_genome_,9429-RD.1
ICEberg|186|6180-RD_1|GenBank|CP000056|1081126|1091670_Streptococcus_pyogenes_MGAS6180_complete_genome_,6180-RD.1
ICEberg|187|6180-RD_2|GenBank|CP000056|1284967|1322395_Streptococcus_pyogenes_MGAS6180_complete_genome_,6180-RD.2
ICEberg|188|370-RD_1|GenBank|AE004092|884024|893806_Streptococcus_pyogenes_M1_GAS_complete_genome_,370-RD.1
ICEberg|189|5005-RD_1|GenBank|CP000017|802286|812201_Streptococcus_pyogenes_MGAS5005_complete_genome_,5005-RD.1
ICEberg|190|10270-RD_1|GenBank|CP000260|871808|887174_Streptococcus_pyogenes_MGAS10270_complete_genome_,10270-RD.1
ICEberg|191|10270-RD_2|GenBank|CP000260|1312338|1346637_Streptococcus_pyogenes_MGAS10270_complete_genome_,10270-RD.2
ICEberg|192|ICE(Tn4371)6033|GenBank|CP001068|2715199|2769318_Ralstonia_pickettii_12J_chromosome_1_complete_sequence_,ICE(Tn4371)6033
ICEberg|193|ICE(Tn4371)6034|GenBank|CP000469|1458447|1503679_Shewanella_sp_ANA-3_chromosome_1_complete_sequence_,ICE(Tn4371)6034
ICEberg|194|ICE(Tn4371)6035|GenBank|NZ_AAOA01000008|133371|184030_Congregibacter_litoralis_KT71_1097664134142_whole_genome_shotgun_sequence_,ICE(Tn4371)6035
ICEberg|195|ICE(Tn4371)6036|GenBank|CP000512|730667|790510_Acidovorax_citrulli_AAC00-1_complete_genome_,ICE(Tn4371)6036
ICEberg|196|ICE(Tn4371)6037|GenBank|CP000884|2958779|3016679_Delftia_acidovorans_SPH-1_complete_genome_,ICE(Tn4371)6037
ICEberg|197|ICE(Tn4371)6038|GenBank|AAUJ02000001|3228493|3280947_Comamonas_testosteroni_KF-1_ctg14069_whole_genome_shotgun_sequence_,ICE(Tn4371)6038
ICEberg|198|ICE(Tn4371)6039|GenBank|CP000539|3075815|3129303_Acidovorax_sp_JS42_complete_genome_,ICE(Tn4371)6039
ICEberg|199|ICE(Tn4371)6040|GenBank|AM902716|2250540|2297731_Bordetella_petrii_strain_DSM_12804_complete_genome_,ICE(Tn4371)6040
ICEberg|200|ICE(Tn4371)6041|GenBank|NZ_AAKW01000024|1554|50091_Pseudomonas_aeruginosa_2192_cont1_24_whole_genome_shotgun_sequence_,ICE(Tn4371)6041
ICEberg|201|ICE(Tn4371)6042|GenBank|CP000744|3829571|3884857_Pseudomonas_aeruginosa_PA7_complete_genome_,ICE(Tn4371)6042
ICEberg|202|ICE(Tn4371)6066|GenBank|CP001392|3746937|3795957_Acidovorax_ebreus_TPSY_complete_genome_,ICE(Tn4371)6066
ICEberg|203|ICE(Tn4371)6067|GenBank|CP000884|2949925|3016679_Delftia_acidovorans_SPH-1_complete_genome_,ICE(Tn4371)6067
ICEberg|204|ICE(Tn4371)6068|GenBank|AM743169|1324222|1367730_Stenotrophomonas_maltophilia_K279a_complete_genome_strain_K279a_,ICE(Tn4371)6068
ICEberg|205|ICE(Tn4371)6070|GenBank|EU595746|1853|44008_Pseudomonas_aeruginosa_strain_PACS171b_clone_fa1382_complete_sequence_,ICE(Tn4371)6070
ICEberg|206|AICEFraal5456|GenBank|CT573213|5891518|5904762_Frankia_alni_str_ACN14A_chromosome_complete_sequence_,AICEFraal5456
ICEberg|207|AICEFranean5323|GenBank|CP000820|6413625|6432943_Frankia_sp_EAN1pec_complete_genome_,AICEFranean5323
ICEberg|208|AICEFranean6303|GenBank|CP000820|7658758|7678702_Frankia_sp_EAN1pec_complete_genome_,AICEFranean6303
ICEberg|209|AICEMflv3036|GenBank|CP000656|3199938|3217693_Mycobacterium_gilvum_PYR-GCK_complete_genome_,AICEMflv3036
ICEberg|210|AICESare1562|GenBank|CP000850|1797449|1810446_Salinispora_arenicola_CNS-205_complete_genome_,AICESare1562
ICEberg|211|AICESare1922|GenBank|CP000850|2218415|2232534_Salinispora_arenicola_CNS-205_complete_genome_,AICESare1922
ICEberg|212|AICESav3708|GenBank|BA000030|4589836|4613219_Streptomyces_avermitilis_MA-4680_DNA_complete_genome_,AICESav3708
ICEberg|213|AICESav3728|GenBank|BA000030|4614801|4636144_Streptomyces_avermitilis_MA-4680_DNA_complete_genome_,AICESav3728
ICEberg|216|AICEStrop0058|GenBank|CP000667|67688|81948_Salinispora_tropica_CNB-440_complete_genome_,AICEStrop0058
ICEberg|218|ICEAxyA8-1|GenBank|CP002287|1127770|1210913_Achromobacter_xylosoxidans_A8_complete_genome_,ICEAxyA8-1
ICEberg|219|ICE-GI1|GenBank|AM902716|1083989|1339502_Bordetella_petrii_strain_DSM_12804_complete_genome_,ICE-GI1
ICEberg|220|ICE-GI2|GenBank|AM902716|1350129|1493558_Bordetella_petrii_strain_DSM_12804_complete_genome_,ICE-GI2
ICEberg|221|ICE-GI3|GenBank|AM902716|1493541|1595651_Bordetella_petrii_strain_DSM_12804_complete_genome_,ICE-GI3
ICEberg|222|ICE-GI6|GenBank|AM902716|4417743|4576839_Bordetella_petrii_strain_DSM_12804_complete_genome_,ICE-GI6
ICEberg|223|ICEMmc-GM12|GenBank|CP001668|670961|700540_Mycoplasma_mycoides_subsp_capri_str_GM12_transgenic_clone_deltatypeIIIres_complete_genome_,ICEMmc-GM12
ICEberg|224|Tn5801|GenBank|BA000017|436064|461681_Staphylococcus_aureus_subsp_aureus_Mu50_DNA_complete_genome_,Tn5801
ICEberg|225|ICEA(5632)-II|GenBank|FP671138|343591|370761_Mycoplasma_agalactiae_5632_chromosome_complete_sequence_,ICEA(5632)-II
ICEberg|226|ICEA(5632)-III|GenBank|FP671138|560640|587874_Mycoplasma_agalactiae_5632_chromosome_complete_sequence_,ICEA(5632)-III
ICEberg|229|ICEA(PG2)|GenBank|CU179680|455934|477797_Mycoplasma_agalactiae_PG2_chromosome_complete_sequence_,ICEA(PG2)
ICEberg|230|ICESp23FST81|GenBank|FM211187|1207785|1288800_Streptococcus_pneumoniae_ATCC_700669_complete_genome_,ICESp23FST81
ICEberg|231|Sp23F_PPI-1|GenBank|FM211187|922465|951058_Streptococcus_pneumoniae_ATCC_700669_complete_genome_,Sp23F_PPI-1
ICEberg|232|ICESsu(BM407)1|GenBank|FM252032|504649|580365_Streptococcus_suis_BM407_complet_genome_strain_BM407_,ICESsu(BM407)1
ICEberg|233|ICESsu(BM407)2|GenBank|FM252032|1005794|1086113_Streptococcus_suis_BM407_complet_genome_strain_BM407_,ICESsu(BM407)2
ICEberg|234|ICESsu(SC84)|GenBank|FM252031|872762|961926_Streptococcus_suis_SC84_complete_genome_strain_SC84_,ICESsu(SC84)
ICEberg|235|PFGI-1|GenBank|CP000076|5378468|5493586_Pseudomonas_fluorescens_Pf-5_complete_genome_,PFGI-1
ICEberg|237|AICESare1208|GenBank|CP000850|1357773|1375276_Salinispora_arenicola_CNS-205_complete_genome_,AICESare1208
ICEberg|238|AICESco3937|GenBank|AL645882|4324441|4333647_Streptomyces_coelicolor_A3(2)_complete_genome_,AICESco3937
ICEberg|239|AICESco3997|GenBank|AL645882|4382898|4392000_Streptomyces_coelicolor_A3(2)_complete_genome_,AICESco3997
